Unique ID,URL,Date scraped,Headline,Body,Org,Topics,Sentiment,Scandal_distance,Top_10
172,https://www.bbc.com/news/articles/c0m18xkm2wpo,2025-01-25,Environmentalist to keep fighting despite criticism,"An environmentalist said he will keep fighting for the climate despite being criticised by the prime minister after millions of pounds in taxpayer money was spent opposing his legal bids to block transport schemes. 
Andrew Boswell, a former Green Party councillor, has been involved in numerous legal challenges against A47 safety schemes and claimed the planning system does not work to protect nature or the climate. 
In a comment piece published in the Daily Mail on Thursday, Sir Keir Starmer said ""Nimbys and zealots"" had tried to stop the government from ""building the infrastructure the country needs"". 
The BBC has contacted the prime minister's office for comment. 
Sir Keir Starmer opened his comment piece by saying a former Green Party councillor had spent years trying to block ""vital"" schemes. 
He said: ""So why was he able to waste years of the court's time and squander tens of millions of pounds of taxpayer money?
""There are countless more examples of Nimbys and zealots gumming up the legal system often for their own ideological blind spots to stop the government building the infrastructure the country needs."" 
Within the piece, Starmer also hit out at other activist groups who had prevented the development of an East Anglia wind farm for more than two years and another group which delayed the Sizewell C nuclear power project in Suffolk. 
While he did not name Dr Boswell, the former Green Party councillor, said it was a ""dangerous article"" and a ""low-level attack"". 
Dr Boswell believed he has been ""widely supported"" in a number of his legal bids, such as stopping the dualling of the A47 between Blofield and North Burlingham and environmental concerns of the Norwich Western Link. 
The project, which would cost £274m, would have connected the Northern Distributor Road (NDR) to the A47. 
However, the plans were withdrawn by Norfolk County Council after Natural England changed rules protecting rare Barbastelle bats that lived on the route of the proposed road. 
Dr Boswell said: ""I'm not doing it for myself... I am doing it for my grandchildren.
""I am also doing it for nature and if we just let this erosion of nature go on in this country and the erosion of the climate targets then our kids won't have a decent place to live.
""I was fighting for the right cause to stabilise the climate system. I may have lost at this point but I was fighting for the right cause. That money was worth it because of that.""
Follow Norfolk news on BBC Sounds, Facebook, Instagram and X.
","['Green Party', 'BBC', 'Sizewell C', 'Blofield', 'North Burlingham', 'the Norwich Western Link', 'the Northern Distributor Road', 'Norfolk County Council after Natural England', 'BBC Sounds', 'Facebook', 'Instagram']",politics,-0.7372,0.364,False
173,https://www.bbc.com/news/articles/c4gwkxnd850o,2025-01-23,Driver who died in crash 'was loved by everyone',"The family of a man who died in a crash said he was ""the most kind and thoughtful person you could ever meet"".
Keaton Lacey, 20, from Sutton Coldfield, was driving a silver Ford Fiesta that crashed with a white BMW on Sutton Road in Mile Oak, Tamworth, Staffordshire, at about 06:40 GMT on 8 January.
The BMW driver, a 27-year-old man, was taken to hospital as a precaution, Staffordshire Police said.
Mr Lacey's family said they were ""so proud of him and loved him dearly"".
They added he ""lived each day to the fullest and through this has created many memories with many people"".
The family statement said: ""Keaton was the most kind and thoughtful person you could ever meet.
""We will forever be waiting for him to come home and make our family whole again.""
They also said Mr Lacey was ""loved by everyone who ever had the pleasure of meeting him and he has left a hole in many people's lives"".
Police said anyone who saw what happened, recalled seeing either of the vehicles beforehand or may have relevant dashcam footage should contact the force.
Follow BBC Stoke & Staffordshire on BBC Sounds, Facebook, X and Instagram. 
","['Ford', 'BMW', 'BBC Stoke & Staffordshire', 'BBC Sounds', 'Facebook', 'Instagram']",entertainment,0.9807,0.244,False
174,https://www.bbc.com/news/articles/cre858e483wo,2025-01-27,Agencies to test terrorist attack response,"Emergency services across the East Midlands will be testing their response to a major terrorism incident, in a large-scale operation across a number of locations in the region.
The training exercise will see multiple agencies - both local and national - come together across the region on Monday, with an event also being held at the Trent Bridge cricket ground in West Bridgford, Nottinghamshire.
Nottinghamshire Police said the exercise was not in response to any ""specific threat or intelligence"", but was part of a regular testing and exercising programme.
Regional assistant chief constable Diane Coulson, from East Midlands Special Operations Unit (EMSOU), said: ""Fortunately, terror incidents are rare, however we are better prepared than ever to respond when required.""
It is being coordinated by Counter Terrorism Policing East Midlands (CTPEM), which is part of a national network of units dedicated to responding to the threat of terrorism.
The scenario will test the way police and partners react to ""challenging, dynamic situations"" - including ambulance and fire teams, which would also have key roles in the event of a terror incident.
Assistant chief constable Coulson said: ""Testing response planning is something that takes place regularly across all emergency services and is a vital way of ensuring we are as prepared as possible to respond to a major incident such as a terror attack.
""Not only do exercises such as this help to ensure all services understand each other's roles, but they also provide an opportunity to highlight areas where learnings can be identified and adopted. 
""These can then be shared with teams up and down the country so that we are all aligned in our response.""
According to the UK government website, the current terrorism threat level set by MI5 is ""substantial"" - meaning an attack is likely.
Follow BBC Nottingham on Facebook, on X, or on Instagram. Send your story ideas to eastmidsnews@bbc.co.uk or via WhatsApp on 0808 100 2210.
","['East Midlands Special Operations Unit', 'EMSOU', 'Counter Terrorism Policing East Midlands', 'CTPEM', 'MI5', 'BBC Nottingham', 'Facebook', 'Instagram', 'WhatsApp']",politics,-0.9803,0.346,False
175,https://www.bbc.com/news/articles/cq5g452g3wyo,2025-01-24,Recruitment drive to attract more foster parents,"A campaign to recruit more foster parents in Wolverhampton will be launched across the city next week.
There are more than 200 fostering households in the city, but City of Wolverhampton Council said it was appealing to more people to become involved.
Its team will be at the Wulfrun Centre with an information stall on Monday, Wednesday and Friday next week from 10:00 to 16:30 GMT.
Councillor Jacqui Coogan, cabinet member for children, young people and education, said becoming a foster parent was a life-changing experience, both for parents and the children they care for.
""We're incredibly proud of the over 200 fostering households in our city, but there are still more children who need a safe and loving home,"" she said.
""If you have a spare room and love to give, we'd love to hear from you.""
Placements can be for a few days or a number of years, and foster parents receive a regular, tax exempt fee and allowance to cover the cost of bringing up the child, the city council said.
Online information sessions will also be held on Tuesday and Thursday from 18:30 to 19:30.
Coogan added: ""Our team, along with experienced foster parents, will be available at these events to answer your questions and share their experiences. We're here to guide and support you every step of the way.""
Follow BBC Wolverhampton & Black Country on BBC Sounds, Facebook, X and Instagram.
","['City of Wolverhampton Council', 'the city council', 'BBC Wolverhampton & Black Country', 'BBC Sounds', 'Facebook', 'Instagram']",politics,0.9907,0.314,False
176,https://www.bbc.com/news/articles/c78w7296yzxo,2025-01-23,Repair Shop gets school's Nightingale clock ticking,"A clock donated to a school by Florence Nightingale has been restored by the team at the BBC TV programme The Repair Shop.
The clock, gifted by the nursing pioneer to Wellow Primary School in Romsey in 1877, has hung in the school ever since but has not worked for many years.
The school's executive headteacher, Mrs Beth Larcombe said: ""It's our claim to fame here at Wellow"".
With the school's 150th year looming, it applied to the programme to get the timepiece back up and ticking again.
Mrs Larcombe said it was ""nerve-racking... and also so exciting"" to hand the clock over to the team for its transformation.
""We're in a really special position in Wellow because we have all of the log books that go right back to when the school was first opened... they record daily life in the school,"" Mrs Larcombe said.
""In 1877 there is an entry that says that a clock, the gift of Miss F Nightingale, was hung,"" she added.
It has remained a cherished and admired feature on the wall of the school's library  and their biggest claim to fame.
The school was built in 1875 after Florence Nightingale's father gifted a piece of the land.
The historical timepiece was brought back into working order by the programme's clock restorer Steve Fletcher and clock face painter Cindy Welland.
Its story and restoration was broadcast on the Repair Shop on Wednesday 22 January on BBC1.
You can follow BBC Hampshire & Isle of Wight on Facebook, X, or Instagram. 
","['Repair Shop', 'Nightingale', 'BBC TV', 'The Repair Shop', 'Wellow Primary School', 'the Repair Shop', 'BBC Hampshire & Isle of Wight', 'Facebook', 'Instagram']",entertainment,0.989,0.27,False
177,https://www.bbc.com/news/articles/cp8k2jknn8zo,2025-01-24,Trump urged not to put massive tariffs on UK,"The UK should be excluded from the tariffs Donald Trump is threatening to impose on exports to the US, the business secretary has said.
Jonathan Reynolds told the BBC that the US has no goods trade deficit with the UK, which occurs when a country imports more than it exports.
President Trump has doubled down on his threat to impose big tariffs on countries that sell products in the US.
""I think we've got an argument to engage with,"" Reynolds said.
The BBC asked whether the UK would be exempt from tariffs, given the absence of a trade deficit between the two nations. The president did not respond directly and instead spoke about the trading deficit the US and Canada have and his plans to rectify that. 
The prospect of higher taxes being introduced on imports to the US is concerning many world leaders because it will make it more expensive for companies to sell goods in the world's largest economy.
Trump told global executives at the World Economic Forum on this week that they could either produce their goods in the US or face widespread tariffs worth hundreds of billions or even trillions of dollars.
But Reynolds said when it comes to manufactured goods, the US did not have a trade deficit with the UK. 
""We know this is something that not just President Trump, but the whole of his administration takes very seriously,"" he said.
""We've obviously got a services-based economy. The US does not have that deficit with us so if that's the logic of that position, I think we've got an argument to engage with.""
Tariffs are a central part of Trump's economic vision. He sees them as a way of growing the US economy, protecting jobs and raising tax revenue but he also uses them as leverage to pursue other policies.
He has already said he is considering imposing a 10% tax on imports from China as soon as 1 February, claiming the country is sending fentanyl, a synthetic opioid, to Mexico and Canada.  
Trump had also threatened 25% tariffs on Canada and Mexico, again citing fentanyl as well as immigration among his concerns. 
However, Trump has since said he ""would rather not"" impose tariffs, suggesting a trade deal could be on the table.
Separately, the business secretary said the UK had left open the possibility of following EU rules for food and farm products in order to return to frictionless access to European markets.
Reynolds said such an agreement - which lowers all trade barriers in return for mirroring EU rules and standards - would not cross the government's red lines.
The comments came after EU Trade Commissioner Maros Sefcovic told the BBC a new agreement, including so-called dynamic alignment on standards, is possible alongside other areas of pan-European co-operation on customs.
Reynolds said Sefcovic's tone was in keeping with what the government had already said about a ""twin-track strategy"" on trade. 
""We can improve the terms of trade with the EU in a way which doesn't revisit customs unions or single markets or the arguments of Brexit, and we can do that whilst pursuing closer trade links around the world,"" Reynolds said.
Labour fought last year's UK general election with a manifesto pledge to lower Brexit-related barriers and red tape for the export of food and farm products to the European Union.
The question has always been how deep such an agreement might be. It could be settled in the coming weeks, though firm decisions have not yet been made.
The Conservatives have voiced anger at reports of a potential new deal on UK-EU trade, with shadow foreign secretary Dame Priti Patel telling MPs that the government was ""bending the knee to the EU"".
The Liberal Democrats have said the government is not doing enough to smooth trade with the EU.
","['Trump', 'BBC', 'Reynolds', 'EU', 'EU Trade', 'Labour', 'the European Union']",business,-0.9127,0.376,False
178,https://www.bbc.com/news/articles/cwyeqrexr72o,2025-01-25,Bank announces branch closures as usage drops,"A bank has announced the closure of eight branches across Derbyshire and Nottinghamshire.
NatWest said closing a branch is a decision ""we take very seriously"" and cited statistics showing a reduced trend of in-person banking.
The bank said average counter transactions - a service carried out in branch such as depositing cash and cheques or making cash withdrawals - reduced by 62% between October 2019 and October 2024.
NatWest said the number of customers using mobile apps also increased by 53% between 2019 and 2024.
In Derbyshire, the Alfreton and Clay Cross branch is closing on 2 June, while the Allenton Derby branch will shut its doors on 13 May, with both locations seeing a decrease of about 60% in counter transactions between 2019 and 2024.
The Long Eaton branch will close on 29 May, Natwest confirmed.
In Nottinghamshire, the Basford branch will close on 21 May.
NatWest Mansfield will shut on 26 June, with the bank saying 130 personal customers used the branch on average each month.
The Newark branch is set for closure on 17 June, with counter transactions falling by 50% between 2019 and 2024.
NatWest in West Bridgford will close on 24 June, while the Worksop branch closes on 18 June.
A NatWest spokesperson said: ""Banking has changed dramatically in recent years, with an increased demand for mobile and online services, as our customers benefit from a faster and easier way to bank.
""We know it can affect those less confident with alternatives we offer.
""We'll always work hard to guide and support you through the changes and find the best way to serve you from now on.""
Follow BBC Derby on Facebook, on X, or on Instagram. Send your story ideas to eastmidsnews@bbc.co.uk or via WhatsApp on 0808 100 2210.
","['NatWest', 'Clay Cross', 'Allenton Derby', 'Long Eaton', 'Natwest', 'Basford', 'NatWest Mansfield', 'BBC Derby', 'Facebook', 'Instagram', 'WhatsApp']",business,0.9394,0.306,False
179,https://www.bbc.com/news/articles/c0qwl2wqj4xo,2025-01-26,Restaurant blames looming tax hike for closure,"The owners of a restaurant in Kent have blamed tax increases introduced in October's budget for its closure.
The Pumproom in Chatham said it had been struggling because of rising costs and reduced consumer spending power.
Increased national insurance payments announced by Chancellor Rachel Reeves have since made it impossible to cover their costs, the owners added.
The government said it was helping the hospitality industry by reducing duty on beer and making it easier for small businesses to claim tax relief.
The Pumproom was opened in 2020 as a fine dining restaurant and cocktail bar by the owners of the Copper Rivet Distillery in Chatham Maritime.
Matthew Russell of the distillery said: ""The restaurant would have to increase its turnover or its prices by roughly 15% to cover the additional wage costs.
""We're from Medway, we're born and bred and brought up in Medway, and really wanted to bring something special to this part of Kent.""
From April the rate employers pay national insurance will rise from 13.8% to 15%, while the threshold for paying it on each annual salary will fall from £9,100 to £5,000.
Morgan Schondelmer from the Beer and Pub Association said the hospitality sector will be hit by other changes on top of that.
""Right now pubs are getting 75% off their business rates bill... that is going down to 40%,"" she said.
""That's going to be a hit of several thousand pounds to the average pub.
""At the same time we're going to see increases in wages and increasing national insurance contributions.""
The government said the tax changes will generate £25bn for public services.
It said it is supporting pubs, bars and restaurants by cutting a penny off alcohol duty for every draught pint sold from February.
It also said it has doubled employment allowance, with some smaller businesses able to claim relief of up to £10,500 a year on their employer national insurance payments.
Follow BBC Kent on Facebook, on X, and on Instagram. Send your story ideas to southeasttoday@bbc.co.uk or WhatsApp us on 08081 002250.
","['Kent', 'Pumproom', 'the Copper Rivet Distillery', 'Morgan Schondelmer', 'the Beer and Pub Association', 'BBC Kent', 'Facebook', 'Instagram', 'WhatsApp']",business,0.9325,0.36,False
180,https://www.bbc.com/news/articles/cn932nxpwlzo,2025-01-26,Woman runs 226 miles to set new world record,"An ultrarunner has set a new world record for the longest distance covered by a woman in two days on a treadmill.
Sophie Power made the achievement - which is subject to official confirmation by Guinness World Records - at the National Running Show in Birmingham, beat the previous record of 211.49 miles (340 km).
She ran more than 226 miles (365km) in 48 hours, saying she is ""thrilled"" to have achieved the record and done it for a cause close to her heart - SheRaces, the charity she set up to champion female runners.
""It's been an incredible challenge and I'm very thankful it's over,"" she said.
Power said she had made it her mission to break down barriers facing women in sport - including greater consideration of women's needs in race planning.
She rose to prominence in 2018 when an image of her taken during the 2018 Ultra-Trail du Mont-Blanc captured her breastfeeding her son, during a 103-mile race, one of the world's toughest ultra-marathons, while a male competitor napped beside her.
This inspire her to set up the charity, which aims for better equity and inclusion for women in trail running and ultrarunning.
""SheRaces is about changing the narrative for women in endurance sports - breaking down barriers, creating opportunities, and empowering women to achieve their full potential,"" Power said.
""This record is proof that when given the platform, we can achieve the extraordinary.""
She added that running on a treadmill – as she did for this record – was harder than running outdoors, as the unchanging environment makes it mentally exhausting.
""You don't have the stimulation of scenery or fresh air to keep you going,"" she said.
""It was tough not being able to nap or properly eat while trying to keep moving, and the monotony tested my resilience, but ultimately we can do hard things and that's what I set out to prove.""
She said doing it for SheRaces and ensuring her daughter does not experience the barriers she faced kept her pushing on.
Follow BBC Birmingham on BBC Sounds, Facebook, X and Instagram.
","['Sophie Power', 'Guinness World Records', 'SheRaces', 'BBC Birmingham', 'BBC Sounds', 'Facebook', 'Instagram']",sport,0.9312,0.31,False
181,https://www.bbc.com/news/articles/c93qd7kkq23o,2025-01-27,City footbridge plan secures a further £2m,"A city council has succeeded in securing a further £2m towards a footbridge project, to allow construction to begin later this year.
The additional funding brings the cost of the Cygnet Bridge in Peterborough, which will cross the River Nene and link Fletton Quays to the Embankment, to £8.3m.
It was approved by the Cambridgeshire and Peterborough Combined Authority (CPCA), after the city council said the build would include complex design modifications and ""significantly higher"" costs of sewer diversions than initially projected.
Dr Nik Johnson, combined authority mayor, said he was ""proud and supportive"" of the project, which could be completed by summer 2026.
The project has drawn criticism from Peterborough residents, with some questioning the need for the bridge and its value for money, according to the Local Democracy Reporting Service.
The council's transport and infrastructure committee discussed the latest progress on the bridge at a meeting in Huntingdon.
Councillor Angus Ellis, cabinet member for environment and transport at Peterborough City Council, said: ""It's key for active travel in the area for cyclists and pedestrians, otherwise they are walking on a very dangerous, small-ish pavement on a busy road.""
Councillor Sam Wakeford, vice chair of the transport and infrastructure committee, said: ""This isn't a controversial use of money, it looks great value and what construction projects aren't increasing in cost from previous projections?
""Obviously it's critical we manage funding as efficiently as we can but I think this is quite uncontroversial and will deliver significant benefits, so I'm pleased to support it.""
Peterborough City Council said it hoped the bridge would assist in creating a ""walkable, liveable city"" and reduce pressure on city centre traffic routes.
The government's Towns Fund pledged £2m towards the bridge, while the CPCA will now contribute £5.4m - and the remainder will be paid for by Peterborough City Council's redevelopment budget.
Follow Peterborough news on BBC Sounds, Facebook, Instagram and X.
","['Peterborough Combined Authority', 'the city council', 'the Local Democracy Reporting Service', 'Peterborough City Council', 'Towns Fund', ""Peterborough City Council's"", 'BBC Sounds', 'Facebook', 'Instagram']",politics,0.9809,0.354,False
182,https://www.bbc.com/news/articles/c79d3231r7go,2025-01-27,Student's cathedral-inspired work goes on display,"A student who was inspired by a cathedral's ancient library for an art assignment will have his work showcased there.
Charlie Norman, 19, studied art and design for his A-Levels at Abbeygate Sixth Form College in Bury St Edmunds, Suffolk.
For his final assignment, he explored medieval manuscripts and etchings and was able to explore St Edmundsbury Cathedral's collection for his research.
Mr Norman was awarded an A* in August, which he said had driven him to pursue a career in art.
""The chance to have my work exhibited has been incredibly exciting, and it's been a valuable insight into the process of organising an exhibition and collaborating with others,"" he said.
""Achieving an A* in art at sixth form was a huge milestone for me and it's really driven me to pursue a career in art. 
""It's given me the confidence to see that this is the right path, and the exhibition process has been such an eye-opener in terms of what my future could look like.""
For Mr Norman's final assignment, he was able to explore the cathedral's collection thanks to the help of the keeper of the library, Stephen Dart.
The student explained this offered him ""stylistic guidance"" for his project.
He then underwent 15 hours in exam conditions to create a pair of manuscript leaves on the sins of pride and gluttony.
They will now be exhibited in the Treasury at the cathedral in a new exhibition called Inspired in the Ancient Library.
Mr Norman's former teacher at Abbeygate Sixth Form, Louise Gridley, said it was ""wonderful"" his work was being showcased.
""He is such a diligent student and deserves this recognition - not only on account of his creative and technical realisation but for his historical scrutiny also,"" she added.
Sarah Friswell, the cathedral's visitor experience manager, added: ""We regularly exhibit books from our Ancient Library in the Cathedral Treasury. 
""On this occasion it is wonderful to showcase the work of a student who has created his own artwork from these inspirational books.""
Mr Norman has gone on to study an art foundation course at West Suffolk College. He aims to become a freelance artist after university.
Follow Suffolk news on BBC Sounds, Facebook, Instagram and X.
","['Treasury', 'the Ancient Library', 'Ancient Library', 'the Cathedral Treasury', 'West Suffolk College', 'BBC Sounds', 'Facebook', 'Instagram']",entertainment,0.9862,0.256,False
183,https://www.bbc.com/news/articles/c15zwpv30w2o,2025-01-26,Plan for solar farm on former golf course approved,"Plans to build a new solar farm the size of 15 football pitches on the site of a former contaminated golf course have been backed by councillors.
Halton Council's planning department has approved the construction of a ""solar microgrid"" at the former St Michael's golf course in Widnes.
More than 7,200 solar panels will be installed, generating about four megawatts of electricity and powering public buildings including the council's headquarters, Lower House Lane depot, DCBL Stadium and the new leisure centre on Moor Lane.
The new 27-acre (11-hectare) complex, north of Ditton Road and south of Speke Road, will more than quadruple the capacity of an adjacent solar farm which opened in 2020.
The Local Democracy Service said the former municipal golf course was closed in 2004 on the advice of the Health Protection Agency.
This followed the discovery of arsenic in the ground and outbreaks of leachate (contaminated liquid) from waste mass. 
Plans to reopen the golf course to the public following clean-up work were announced in 2016 but did not come to fruition.
Listen to the best of BBC Radio Merseyside on BBC Sounds and follow BBC Merseyside on Facebook, X, and Instagram, and watch BBC North West Tonight on BBC iPlayer.
","[""Halton Council's"", 'Lower House Lane', 'The Local Democracy Service', 'the Health Protection Agency', 'BBC Radio Merseyside', 'BBC Sounds', 'BBC Merseyside', 'Facebook, X', 'Instagram', 'BBC', 'BBC iPlayer']",entertainment,0.7391,0.332,False
184,https://www.bbc.com/news/articles/cp3jlwnqnxxo,2025-01-24,Are Nimbys blocking major infrastructure plans?,"Major infrastructure projects in the East of England have been delayed by lengthy legal challenges, according to the government. Prime Minister Sir Keir Starmer has vowed to end so-called Nimby - Not in My Back Yard - challenges from those he says stand in the way of the country's growth. But just how disruptive have these challenges been in the East of England, and why have groups campaigned against the projects cited by the government?
On Thursday, Sir Keir announced plans to block campaigners from making repeated legal challenges against decisions on major infrastructure projects in England and Wales.
His reasoning was to prevent ""cynical"" and ""hopeless"" appeals blocking plans for things such as wind farms, nuclear stations and transport projects.
As part of the announcement, Downing Street referenced Suffolk's Sizewell C nuclear power station, improvement plans for the A47 in Norfolk and wind farm infrastructure in the region that has been hit by campaigners' challenges.
Energy company EDF wants Sizewell C to provide what they claim would be decades of clean, reliable electricity, but it is waiting for a final investment decision, expected this year.
The government previously said new nuclear plants would be needed if the UK wanted to hit its target to decarbonise power generation, and some work has begun on the site in preparation.
In Norfolk, National Highways is undertaking three major upgrades to the A47.
The first scheme began last year on the section of the road between North Tuddenham and Easton, east of Norwich, which will create two additional lanes and two new junctions by 2027.
Finally, the LionLink and Sea Link offshore wind projects in Suffolk are due to see converter stations built at several locations in the county.
National Grid is waiting for permission from the government but has spoken of the wider project's importance.
Several groups have taken action against Sizewell C over a number of issues.
Most recently, Theberton and Eastbridge Action Group on Sizewell Limited lost a High Court bid to challenge the Office for Nuclear Regulation's decision to issue a licence for the site.
In December 2023, the Court of Appeal dismissed a legal challenge from Together Against Sizewell that argued the government failed to consider the need for a water supply at the site.
The A47 improvement schemes were previously thrown into doubt when a former Green Party councillor attempted to block them.
Andrew Boswell claimed the Department for Transport's development consent orders, approved in 2022, failed in each case to assess the significance of the cumulative greenhouse gas emissions, as required by law.
However, he lost his case at the High Court and then had a challenge dismissed at the Court of Appeal.
In May, the Supreme Court turned down his application for a legal challenge to be heard there.
National Highways said delays to the three schemes had caused costs to soar due to the impact of inflation.
Offshore4Sure has campaigned against the building of the substations in Suffolk.
It wants developers to find more appropriate sites, but National Grid said this would lead to a delay in greener energy and greater energy security.
It added that there were ""no suitable brownfield sites in east Suffolk"" for the substations.
Campaign group Stop Sizewell C has been vocal against the nuclear power station for a number of years.
Alison Downes, executive director of the group, said on Thursday that the prime minister's comments suggested people were ""always winning legal challenges"" – which was ""very far from being the case"".
She felt the decision could ""erode the right"" for people to defend where they live.
""Sometimes [legal challenges] are the only means left to address fundamental flaws in a project that have not been addressed either by the developers or by ministers,"" she said.
""It's people most affected by a project who are the ones who take the time and trouble to really read the detail and understand where all the difficulties are that quite often ministers and developers will try to gloss over, and which potentially could lead to very serious problems down the line.""
During a visit to the Port of Lowestoft on Thursday, Energy Security Secretary Ed Miliband told the BBC it was ""absolutely right"" for local people to be able to have a judicial review over what the government was doing.
However, he said there was often an ""endless cycle of case after case on the same issue"".
""I think we were elected to make a different choice as a country, which is [to] listen to local people [and] make sure that local communities get direct benefit if they host clean energy infrastructure, but also to build that infrastructure that is in the interest of the country,"" he added.
The government said it planned to use the upcoming Planning and Infrastructure Bill in March to introduce legislative changes to ""drive action at a strategic level"", providing certainty for developers and the environment.
It also promised to make 150 major infrastructure project decisions by the next election.
Follow Suffolk news on BBC Sounds, Facebook, Instagram and X.
","['Downing Street', 'Sizewell C', 'EDF', 'National Grid', 'Sizewell Limited', 'High Court', ""the Office for Nuclear Regulation's"", 'the Court of Appeal', 'Green Party', ""the Department for Transport's"", 'the High Court', 'the Supreme Court', 'Stop Sizewell C', 'Energy Security', 'BBC', 'BBC Sounds', 'Facebook', 'Instagram']",politics,0.9867,0.392,True
185,https://www.bbc.com/news/articles/cvged0x5ykxo,2025-01-23,"Sainsbury's to cut 3,000 jobs and shut cafés","Sainsbury's has announced it will cut 3,000 jobs as it shuts down its remaining cafés and closes its patisserie and pizza counters.
The supermarket says the move will ""simplify the business"", adding that most  Sainsbury's shoppers ""do not use the cafés regularly"".
Sainsbury's also plans to make a 20% reduction in senior management roles, saying the business faces a ""particularly challenging cost environment"".
Although Sainsbury's was already in the midst of a plan to save £1bn over the next few years, the BBC understands the rise in employer's National Insurance contributions set out in the Budget has also been a factor in the latest restructuring plan.
Rival Morrisons has also announced plans to axe 201office-based jobs.
A spokesperson for the supermarket said it was planning to ""remove the roles of Regional People Manager, Store People Manager and Case Specialist from our structure, meaning colleagues in these roles are being placed at risk of redundancy"".
In response to Sainsbury's announcement, Downing Street said: ""As we said at the Budget, difficult decisions were needed to restore economic stability, and put the public finances back on to a stable footing.""
Sainsbury's recently reported strong Christmas trading and said it expected annual profits to surpass £1bn.
But when he unveiled the trading figures earlier this month, chief executive Simon Roberts repeated his warning about the impact of measures announced by Chancellor Rachel Reeves and said there would be ""tough choices"".
Sainsbury's has said the rise in employer's NI contributions will cost it £140m from April.
The industry trade body, the British Retail Consortium, reckons higher costs for retailers will impact investment, jobs and lead to higher prices.
Shadow business secretary Andrew Griffith said the cuts by Sainsbury's were ""devastating but no surprise"", adding that the government should ""undo its jobs tax"".
In the Budget, Reeves announced that the rate of National Insurance paid by employers would rise to 15% in April while the salary threshold at which payments begin would drop from £9,100 to £5,000.
The government expects the measure to raise £20bn.
Early last year, the previous Conservative government twice cut National Insurance payments made by workers, reducing the rate by 4% in total at a cost of billions of pounds.
This is the second wave of major job cuts for Sainsbury's in just over a year. Last February, it announced 1,500 roles would go. 
The supermarket group, which owns Argos and Habitat, will shut down its remaining 61 cafés and, as well as pizza and patisserie, will also dispense with its hot food counters.
Instead, it will make ""the most popular items available in the aisle"". 
Jobs will go from Sainsbury's head office as part of an update of its divisions and management ""to drive faster decision-making and bring costs down"".   
A fortnight ago, Sainsbury's said it would raise its average hourly pay by 5% to £12.60. But the wage increase will be introduced in two phases ""to help manage a particularly tough cost-inflation environment"".
The Unite union said the job cuts were ""a blatant example of profiteering on the backs of workers"".
Paul Travers, Unite's officer for food, said the supermarket should be ""ashamed"" for cutting jobs while making millions of pounds in profit.
But Catherine Shuttleworth, chief executive at retail marketing firm Savvy, said Sainsbury's cuts are ""likely to be the first of many"" for the retail industry.
""As expected, services to shoppers will be cut as retailers wrestle with the increased costs of labour as a result of the Budget,"" Ms Shuttleworth said.
""But what's clear from Sainsbury's statement is that retail organisations will have to make difficult decisions at all levels of the organisation both in stores and behind the scenes in head office too.""
","['Sainsbury', 'BBC', 'National Insurance', 'Budget', 'Morrisons', 'Regional People Manager', 'Case Specialist', 'Downing Street', 'the British Retail Consortium', 'Argos and Habitat', 'The Unite union', 'Unite']",business,-0.9065,0.364,False
186,https://www.bbc.com/news/articles/ce850ryxr28o,2025-01-23,'Wildfire pollution is making me consider moving',"A man whose house survived the Los Angeles wildfires, while his neighbours' homes burned down, has said the area's poor air quality made him reconsider living there.
Danny Meigh, originally from Worcester, owns a house in Altadena and fled to San Diego with his partner and one-year-old baby when the fires started. 
The family returned to LA, however Mr Meigh said life remained far from normal. 
""It's hard and it's worrying, more fires are emerging everyday, people are wearing masks, it's like Covid again.""
On Wednesday, a new, fast-moving wildfire erupted in Los Angeles County, which prompted 31,000 people in the area to be placed under a mandatory evacuation order. 
Mr Meigh said there were air quality warnings in place which meant his son was unable to play outside. 
""He goes to daycare and he's not allowed to run around and play.
""I hate keeping him inside, he loves the outdoors.""
""We are thinking about going somewhere else to escape this and allow our kid to have a normal life"", he added. 
His vulnerable property in Altadena is let out to tenants and Mr Meigh lives with his family in an apartment about eight miles (12.8km) away. 
The tenants escaped safely from the house, but until recently a barricade blocked the roads towards the house and prevented anyone from returning. 
Mr Meigh said he planned to visit the house at the weekend, but to do so he would need to adhere to the safety requirements in place. 
""It's a mandatory order to wear a specific mask, goggles and hazmat suit"", he said. 
""It's making me question whether we want to stay here, because we can't see things getting better any time soon.""
Follow BBC Hereford & Worcester on BBC Sounds, Facebook, X and Instagram.
","['BBC Hereford & Worcester', 'BBC Sounds', 'Facebook', 'Instagram']",entertainment,0.8834,0.186,False
